1562085629809	Hunan	Changsha	959	6
1562085629811	Hunan	Xiangtan	155	4
1562085629811	Henan	Zhengzhou	150	0
1562085629812	Jiangsu	Nanjing	129	3
1562085629813	Henan	Zhengzhou	893	1
1562085629814	Jiangsu	Nanjing	71	2
1562085629815	Hebei	Shijiazhuang	921	7
1562085629815	Henan	Luoyang	291	5
1562085629816	Jiangsu	Nanjing	585	8
1562085629817	Hubei	Wuhan	310	5
1562085629818	Hunan	Changsha	622	0
1562085629818	Henan	Luoyang	937	0
1562085629820	Hubei	Jingzhou	955	3
1562085629821	Hunan	Changsha	608	8
1562085629821	Hebei	Shijiazhuang	373	1
1562085629822	Hubei	Wuhan	385	3
1562085629823	Hebei	Shijiazhuang	643	3
1562085629828	Hubei	Wuhan	69	1
1562085629829	Henan	Luoyang	718	6
1562085629830	Hebei	Zhangjiakou	606	1
1562085629830	Jiangsu	Nanjing	42	4
1562085629831	Hunan	Changsha	351	3
1562085629831	Hebei	Shijiazhuang	419	4
1562085629832	Hubei	Jingzhou	535	1
1562085629832	Henan	Zhengzhou	176	8
1562085629833	Henan	Luoyang	333	4
1562085629833	Hunan	Xiangtan	51	2
1562085629834	Jiangsu	Suzhou	540	9
1562085629834	Hebei	Zhangjiakou	71	4
1562085629835	Hunan	Xiangtan	297	4
1562085629835	Jiangsu	Nanjing	160	0
1562085629836	Henan	Luoyang	319	1
1562085629836	Hubei	Jingzhou	190	5
1562085629837	Hunan	Xiangtan	729	5
1562085629839	Jiangsu	Suzhou	57	6
1562085629839	Jiangsu	Suzhou	104	9
1562085629840	Jiangsu	Suzhou	102	7
1562085629840	Henan	Zhengzhou	552	0
1562085629841	Hunan	Xiangtan	136	1
1562085629842	Hunan	Changsha	183	6
1562085629843	Hunan	Xiangtan	143	8
1562085629844	Jiangsu	Nanjing	990	9
1562085629844	Hunan	Xiangtan	172	0
1562085629845	Hunan	Changsha	957	9
1562085629845	Hubei	Wuhan	466	5
1562085629846	Hunan	Changsha	658	3
1562085629846	Hunan	Xiangtan	342	4
1562085629847	Hunan	Changsha	315	1
1562085629847	Jiangsu	Suzhou	352	3
1562085629847	Henan	Luoyang	966	5
1562085629848	Hebei	Shijiazhuang	776	3
1562085629848	Hunan	Changsha	824	2
1562085629849	Hunan	Xiangtan	545	2
1562085629849	Hebei	Shijiazhuang	403	2
1562085629850	Hebei	Zhangjiakou	336	3
1562085629851	Henan	Luoyang	181	2
1562085629851	Henan	Luoyang	765	1
1562085629852	Hunan	Xiangtan	871	6
1562085629852	Hubei	Jingzhou	800	2
1562085629852	Henan	Luoyang	67	7
1562085629853	Hubei	Wuhan	997	3
1562085629854	Hebei	Zhangjiakou	53	0
1562085629854	Henan	Zhengzhou	24	0
1562085629854	Hunan	Changsha	771	4
1562085629855	Hebei	Shijiazhuang	641	2
1562085629856	Jiangsu	Suzhou	141	8
1562085629856	Hebei	Zhangjiakou	753	8
1562085629857	Hubei	Wuhan	348	3
1562085629859	Henan	Luoyang	235	2
1562085629859	Hubei	Wuhan	790	6
1562085629860	Hebei	Zhangjiakou	379	8
1562085629861	Henan	Luoyang	712	6
1562085629862	Henan	Luoyang	793	2
1562085629862	Hubei	Wuhan	946	7
1562085629863	Hubei	Wuhan	223	3
1562085629863	Hunan	Changsha	255	6
1562085629864	Hebei	Shijiazhuang	702	8
1562085629864	Hebei	Shijiazhuang	681	8
1562085629865	Hubei	Wuhan	781	7
1562085629865	Hunan	Changsha	928	7
1562085629866	Henan	Zhengzhou	137	8
1562085629866	Hebei	Zhangjiakou	388	2
1562085629867	Hunan	Changsha	741	9
1562085629867	Hebei	Shijiazhuang	142	2
1562085629867	Jiangsu	Suzhou	564	1
1562085629868	Jiangsu	Suzhou	379	2
1562085629868	Hubei	Wuhan	153	1
1562085629869	Henan	Zhengzhou	120	5
1562085629869	Hunan	Changsha	29	4
1562085629869	Hubei	Wuhan	502	8
1562085629870	Hubei	Jingzhou	73	0
1562085629871	Hebei	Shijiazhuang	63	5
1562085629871	Henan	Zhengzhou	863	9
1562085629872	Henan	Zhengzhou	246	8
1562085629872	Hubei	Jingzhou	973	8
1562085629873	Henan	Zhengzhou	891	6
1562085629873	Hebei	Shijiazhuang	577	2
1562085629873	Hunan	Changsha	76	0
1562085629875	Henan	Luoyang	509	5
1562085629875	Hunan	Xiangtan	605	8
1562085629876	Hunan	Xiangtan	20	7
1562085629877	Hebei	Zhangjiakou	264	0
1562085629878	Jiangsu	Suzhou	307	1
1562085629879	Hunan	Changsha	757	2
1562085629879	Hebei	Zhangjiakou	552	9
1562085629879	Hunan	Xiangtan	283	9
1562085629880	Jiangsu	Nanjing	110	2
1562085629880	Jiangsu	Nanjing	60	5
1562085629881	Henan	Luoyang	799	9
1562085629881	Hunan	Xiangtan	717	3
1562085629882	Hunan	Xiangtan	543	3
1562085629882	Hubei	Jingzhou	987	6
1562085629883	Jiangsu	Suzhou	631	1
1562085629884	Hubei	Jingzhou	934	3
1562085629884	Henan	Luoyang	728	3
1562085629885	Hunan	Changsha	209	2
1562085629886	Jiangsu	Suzhou	499	9
1562085629886	Hubei	Jingzhou	951	8
1562085629887	Jiangsu	Nanjing	39	9
1562085629887	Hebei	Zhangjiakou	375	4
1562085629888	Hunan	Changsha	530	8
1562085629888	Henan	Luoyang	201	1
1562085629889	Hebei	Shijiazhuang	30	3
1562085629889	Hubei	Wuhan	431	6
1562085629890	Hebei	Zhangjiakou	918	7
1562085629890	Hubei	Wuhan	220	3
1562085629892	Hunan	Xiangtan	565	5
1562085629892	Hunan	Changsha	911	6
1562085629893	Henan	Zhengzhou	525	7
1562085629894	Hebei	Zhangjiakou	737	6
1562085629895	Hunan	Xiangtan	125	2
1562085629896	Hubei	Wuhan	434	8
1562085629896	Jiangsu	Nanjing	346	6
1562085629897	Henan	Zhengzhou	647	1
1562085629898	Henan	Luoyang	215	4
1562085629898	Hubei	Wuhan	263	9
1562085629899	Hunan	Xiangtan	460	8
1562085629899	Hunan	Xiangtan	240	2
1562085629899	Henan	Zhengzhou	370	0
1562085629900	Hubei	Wuhan	310	7
1562085629900	Henan	Zhengzhou	284	0
1562085629901	Hubei	Wuhan	981	8
1562085629901	Jiangsu	Suzhou	863	9
1562085629902	Hubei	Jingzhou	617	0
1562085629902	Henan	Luoyang	490	5
1562085629902	Jiangsu	Suzhou	853	6
1562085629903	Hunan	Changsha	718	3
1562085629903	Hunan	Xiangtan	912	8
1562085629903	Hubei	Jingzhou	135	9
1562085629904	Hebei	Shijiazhuang	712	5
1562085629904	Jiangsu	Suzhou	737	2
1562085629905	Jiangsu	Suzhou	291	0
1562085629907	Henan	Luoyang	316	2
1562085629909	Hebei	Shijiazhuang	457	9
1562085629910	Henan	Luoyang	136	0
1562085629911	Jiangsu	Suzhou	795	9
1562085629911	Jiangsu	Suzhou	729	8
1562085629912	Hunan	Changsha	334	3
1562085629913	Jiangsu	Nanjing	787	1
1562085629914	Jiangsu	Suzhou	280	0
1562085629914	Hebei	Shijiazhuang	910	8
1562085629915	Hubei	Jingzhou	457	7
1562085629915	Jiangsu	Nanjing	379	3
1562085629916	Henan	Luoyang	596	4
1562085629916	Hebei	Shijiazhuang	948	7
1562085629917	Henan	Zhengzhou	723	9
1562085629917	Jiangsu	Nanjing	375	4
1562085629917	Hubei	Jingzhou	693	8
1562085629918	Hubei	Jingzhou	212	4
1562085629918	Hunan	Xiangtan	650	1
1562085629919	Hebei	Zhangjiakou	538	0
1562085629919	Hunan	Changsha	213	8
1562085629920	Hebei	Shijiazhuang	765	8
1562085629920	Hunan	Changsha	193	2
1562085629921	Henan	Luoyang	554	7
1562085629921	Jiangsu	Nanjing	69	8
1562085629921	Hebei	Zhangjiakou	841	7
1562085629922	Henan	Zhengzhou	552	6
1562085629922	Henan	Luoyang	426	0
1562085629923	Hunan	Changsha	780	4
1562085629923	Jiangsu	Suzhou	624	6
1562085629924	Hebei	Zhangjiakou	446	2
1562085629925	Hunan	Xiangtan	368	1
1562085629926	Hebei	Zhangjiakou	284	9
1562085629927	Jiangsu	Nanjing	18	1
1562085629927	Henan	Luoyang	189	0
1562085629928	Hubei	Jingzhou	143	7
1562085629929	Henan	Luoyang	900	7
1562085629929	Hebei	Shijiazhuang	760	3
1562085629930	Jiangsu	Suzhou	181	5
1562085629930	Jiangsu	Suzhou	549	1
1562085629931	Hubei	Wuhan	582	7
1562085629932	Hebei	Shijiazhuang	443	6
1562085629932	Hunan	Xiangtan	759	4
1562085629933	Hubei	Jingzhou	948	8
1562085629933	Jiangsu	Suzhou	98	8
1562085629934	Hubei	Wuhan	451	3
1562085629935	Hebei	Zhangjiakou	138	8
1562085629935	Henan	Luoyang	76	1
1562085629936	Jiangsu	Suzhou	952	4
1562085629936	Jiangsu	Nanjing	904	6
1562085629937	Hebei	Shijiazhuang	857	3
1562085629937	Hunan	Changsha	430	3
1562085629938	Henan	Zhengzhou	704	1
1562085629938	Hunan	Xiangtan	27	7
1562085629938	Hubei	Jingzhou	682	8
1562085629939	Hunan	Changsha	891	5
1562085629940	Henan	Zhengzhou	388	4
1562085629940	Hunan	Changsha	620	8
1562085629942	Hunan	Xiangtan	463	1
1562085629942	Hebei	Shijiazhuang	458	4
1562085629943	Hebei	Zhangjiakou	660	5
1562085629944	Hunan	Changsha	117	3
1562085629944	Jiangsu	Nanjing	288	8
1562085629945	Henan	Luoyang	60	3
1562085629946	Hebei	Zhangjiakou	521	8
1562085629946	Henan	Luoyang	133	5
1562085629947	Hunan	Changsha	206	1
1562085629948	Jiangsu	Suzhou	129	7
1562085629948	Hunan	Xiangtan	234	1
1562085629949	Henan	Zhengzhou	173	9
1562085629949	Henan	Luoyang	392	3
1562085629949	Henan	Zhengzhou	211	7
1562085629950	Jiangsu	Suzhou	48	5
1562085629950	Hunan	Xiangtan	221	2
1562085629951	Henan	Zhengzhou	377	6
1562085629951	Hubei	Jingzhou	626	0
1562085629951	Hubei	Wuhan	524	3
1562085629952	Hubei	Wuhan	54	9
1562085629952	Hubei	Wuhan	31	7
1562085629953	Hebei	Shijiazhuang	310	2
1562085629953	Hebei	Zhangjiakou	599	4
1562085629953	Jiangsu	Suzhou	721	3
1562085629954	Jiangsu	Suzhou	876	0
1562085629954	Hunan	Changsha	592	6
1562085629955	Henan	Zhengzhou	776	0
1562085629955	Hebei	Zhangjiakou	13	8
1562085629955	Hunan	Changsha	248	7
1562085629956	Hebei	Shijiazhuang	399	0
1562085629956	Henan	Luoyang	825	7
1562085629957	Hunan	Xiangtan	612	8
1562085629958	Hubei	Wuhan	259	8
1562085629959	Jiangsu	Suzhou	174	2
1562085629961	Hunan	Xiangtan	121	1
1562085629961	Hubei	Wuhan	271	2
1562085629962	Hunan	Xiangtan	887	4
1562085629963	Hunan	Xiangtan	396	1
1562085629963	Hunan	Xiangtan	378	7
1562085629964	Henan	Luoyang	412	9
1562085629964	Henan	Zhengzhou	771	1
1562085629965	Hunan	Xiangtan	897	2
1562085629965	Henan	Luoyang	188	4
1562085629966	Hunan	Changsha	101	3
1562085629966	Henan	Zhengzhou	504	8
1562085629967	Hunan	Changsha	790	4
1562085629967	Hebei	Zhangjiakou	126	1
1562085629967	Hubei	Wuhan	651	8
1562085629968	Hunan	Changsha	663	6
1562085629968	Hunan	Xiangtan	133	0
1562085629969	Henan	Zhengzhou	787	3
1562085629969	Hunan	Xiangtan	222	2
1562085629969	Hebei	Zhangjiakou	184	0
1562085629970	Jiangsu	Nanjing	868	6
1562085629970	Hunan	Xiangtan	306	9
1562085629971	Hebei	Shijiazhuang	270	0
1562085629971	Jiangsu	Suzhou	259	3
1562085629972	Henan	Luoyang	517	4
1562085629972	Hubei	Jingzhou	876	0
1562085629973	Hebei	Shijiazhuang	516	3
1562085629973	Hebei	Shijiazhuang	434	7
1562085629974	Hubei	Wuhan	201	0
1562085629975	Jiangsu	Nanjing	449	0
1562085629976	Hunan	Xiangtan	433	1
1562085629977	Henan	Zhengzhou	68	5
1562085629978	Jiangsu	Suzhou	911	0
1562085629979	Hebei	Zhangjiakou	722	6
1562085629979	Hubei	Wuhan	821	3
1562085629980	Hunan	Changsha	322	7
1562085629980	Hunan	Changsha	640	8
1562085629981	Hebei	Shijiazhuang	656	1
1562085629981	Henan	Zhengzhou	960	3
1562085629981	Hebei	Shijiazhuang	468	9
1562085629982	Hebei	Zhangjiakou	245	3
1562085629982	Jiangsu	Nanjing	570	5
1562085629983	Hebei	Zhangjiakou	459	8
1562085629983	Hunan	Xiangtan	932	3
1562085629984	Jiangsu	Suzhou	534	7
1562085629984	Hebei	Shijiazhuang	641	0
1562085629985	Jiangsu	Suzhou	846	7
1562085629985	Hunan	Changsha	506	7
1562085629985	Jiangsu	Suzhou	324	1
1562085629986	Hubei	Jingzhou	399	6
1562085629986	Jiangsu	Suzhou	426	0
1562085629987	Jiangsu	Suzhou	189	8
1562085629987	Hubei	Wuhan	567	2
1562085629987	Hebei	Shijiazhuang	426	4
1562085629989	Hunan	Changsha	976	3
1562085629990	Jiangsu	Nanjing	663	0
1562085629992	Henan	Luoyang	567	9
1562085629993	Hubei	Jingzhou	181	9
1562085629993	Jiangsu	Suzhou	920	3
1562085629994	Henan	Luoyang	688	8
1562085629995	Jiangsu	Nanjing	342	1
1562085629996	Hebei	Shijiazhuang	967	6
1562085629996	Hebei	Zhangjiakou	330	8
1562085629997	Hubei	Wuhan	281	7
1562085629998	Hubei	Jingzhou	188	9
1562085629998	Jiangsu	Suzhou	584	1
1562085629999	Hunan	Changsha	679	1
1562085629999	Hebei	Zhangjiakou	673	8
1562085629999	Hunan	Changsha	593	2
1562085630000	Hubei	Jingzhou	738	8
1562085630000	Hunan	Xiangtan	808	0
1562085630001	Jiangsu	Suzhou	67	6
1562085630001	Henan	Zhengzhou	125	5
1562085630002	Jiangsu	Nanjing	229	1
1562085630002	Hubei	Wuhan	508	5
1562085630002	Jiangsu	Nanjing	669	3
1562085630003	Hubei	Jingzhou	666	5
1562085630003	Henan	Luoyang	601	7
1562085630004	Hebei	Shijiazhuang	717	5
1562085630004	Hebei	Shijiazhuang	897	6
1562085630005	Hunan	Xiangtan	471	0
1562085630005	Jiangsu	Suzhou	983	5
1562085630006	Hubei	Jingzhou	427	5
1562085630006	Hunan	Changsha	719	5
1562085630007	Hubei	Wuhan	454	8
1562085630008	Jiangsu	Suzhou	559	0
1562085630009	Jiangsu	Nanjing	822	8
1562085630010	Hebei	Shijiazhuang	7	6
1562085630010	Jiangsu	Suzhou	78	4
1562085630011	Hunan	Changsha	402	2
1562085630012	Jiangsu	Suzhou	536	6
1562085630012	Hubei	Wuhan	171	5
1562085630013	Henan	Luoyang	249	6
1562085630014	Henan	Luoyang	224	8
1562085630014	Henan	Luoyang	112	0
1562085630015	Henan	Luoyang	474	4
1562085630016	Jiangsu	Nanjing	526	9
1562085630016	Henan	Luoyang	787	5
1562085630017	Jiangsu	Suzhou	270	2
1562085630017	Hubei	Jingzhou	421	4
1562085630018	Hubei	Jingzhou	814	7
1562085630018	Hubei	Jingzhou	865	9
1562085630019	Hebei	Zhangjiakou	716	4
1562085630019	Hebei	Zhangjiakou	29	9
1562085630019	Hubei	Jingzhou	922	1
1562085630020	Hebei	Zhangjiakou	452	6
1562085630020	Jiangsu	Suzhou	18	3
1562085630021	Hubei	Wuhan	314	8
1562085630021	Hunan	Changsha	722	4
1562085630022	Henan	Luoyang	229	8
1562085630022	Jiangsu	Nanjing	905	3
1562085630022	Hunan	Changsha	389	0
1562085630023	Hunan	Xiangtan	303	8
1562085630023	Hunan	Xiangtan	435	0
1562085630025	Hebei	Shijiazhuang	720	8
1562085630025	Henan	Zhengzhou	389	6
1562085630026	Hunan	Xiangtan	33	5
1562085630027	Henan	Luoyang	8	4
1562085630028	Hunan	Changsha	929	0
1562085630028	Hubei	Wuhan	396	8
1562085630029	Hunan	Xiangtan	977	3
1562085630029	Jiangsu	Suzhou	764	4
1562085630030	Hunan	Changsha	292	1
1562085630030	Hebei	Zhangjiakou	379	1
1562085630031	Hebei	Zhangjiakou	943	0
1562085630031	Hebei	Shijiazhuang	191	9
1562085630032	Henan	Luoyang	890	8
1562085630033	Hebei	Zhangjiakou	568	5
1562085630033	Hunan	Changsha	356	3
1562085630034	Jiangsu	Suzhou	345	5
1562085630034	Henan	Luoyang	570	8
1562085630034	Henan	Zhengzhou	774	9
1562085630035	Hunan	Xiangtan	776	6
1562085630035	Hubei	Wuhan	940	4
1562085630036	Jiangsu	Suzhou	510	0
1562085630036	Hebei	Shijiazhuang	732	8
1562085630037	Hebei	Shijiazhuang	492	1
1562085630037	Hunan	Changsha	592	4
1562085630037	Henan	Luoyang	189	3
1562085630038	Hebei	Shijiazhuang	476	9
1562085630038	Hebei	Shijiazhuang	295	1
1562085630039	Hubei	Wuhan	661	9
1562085630039	Henan	Luoyang	929	3
1562085630041	Hubei	Wuhan	661	4
1562085630042	Hebei	Zhangjiakou	692	9
1562085630043	Jiangsu	Nanjing	196	5
1562085630044	Hubei	Wuhan	874	9
1562085630044	Hunan	Changsha	512	2
1562085630045	Hubei	Jingzhou	362	7
1562085630046	Hubei	Jingzhou	54	3
1562085630046	Hunan	Changsha	705	5
1562085630047	Hunan	Xiangtan	518	3
1562085630047	Jiangsu	Suzhou	601	3
1562085630047	Hubei	Wuhan	402	2
1562085630048	Hebei	Zhangjiakou	773	4
1562085630048	Hubei	Jingzhou	950	1
1562085630049	Jiangsu	Suzhou	555	8
1562085630049	Hubei	Jingzhou	705	1
1562085630049	Hubei	Wuhan	768	8
1562085630050	Hubei	Jingzhou	395	4
1562085630050	Henan	Luoyang	895	7
1562085630051	Hunan	Xiangtan	77	0
1562085630051	Hebei	Zhangjiakou	498	2
1562085630052	Hebei	Zhangjiakou	123	7
1562085630052	Hebei	Shijiazhuang	494	4
1562085630052	Hunan	Changsha	44	4
1562085630053	Hebei	Zhangjiakou	411	2
1562085630054	Hunan	Xiangtan	32	0
1562085630054	Hebei	Shijiazhuang	201	7
1562085630055	Hubei	Wuhan	225	6
1562085630055	Jiangsu	Suzhou	748	2
1562085630056	Hebei	Shijiazhuang	338	8
1562085630056	Jiangsu	Suzhou	369	0
1562085630056	Jiangsu	Nanjing	218	5
1562085630058	Hubei	Jingzhou	118	0
1562085630058	Jiangsu	Nanjing	34	3
1562085630059	Henan	Luoyang	749	9
1562085630060	Hunan	Xiangtan	354	5
1562085630061	Hubei	Wuhan	217	0
1562085630061	Hunan	Xiangtan	423	8
1562085630062	Hunan	Changsha	86	9
1562085630063	Jiangsu	Nanjing	464	4
1562085630063	Jiangsu	Nanjing	477	5
1562085630063	Henan	Luoyang	380	5
1562085630064	Hubei	Wuhan	845	5
1562085630064	Hunan	Xiangtan	285	0
1562085630065	Hubei	Jingzhou	611	0
1562085630065	Hubei	Jingzhou	887	0
1562085630065	Hebei	Zhangjiakou	946	5
1562085630066	Jiangsu	Nanjing	345	8
1562085630066	Hebei	Shijiazhuang	235	6
1562085630066	Henan	Luoyang	858	4
1562085630067	Hubei	Wuhan	238	6
1562085630067	Hunan	Xiangtan	700	7
1562085630068	Henan	Luoyang	198	9
1562085630068	Henan	Luoyang	261	1
1562085630069	Jiangsu	Suzhou	865	4
1562085630069	Jiangsu	Nanjing	57	1
1562085630070	Hunan	Changsha	85	1
1562085630070	Hunan	Xiangtan	368	1
1562085630071	Hubei	Jingzhou	28	0
1562085630073	Hunan	Changsha	718	9
1562085630074	Hunan	Changsha	640	7
1562085630075	Hubei	Wuhan	285	2
1562085630076	Hunan	Xiangtan	359	2
1562085630077	Jiangsu	Nanjing	268	6
1562085630077	Jiangsu	Suzhou	647	2
1562085630078	Jiangsu	Nanjing	739	2
1562085630079	Hubei	Wuhan	402	5
1562085630079	Henan	Luoyang	972	4
1562085630079	Hubei	Jingzhou	875	4
1562085630080	Henan	Luoyang	643	4
1562085630080	Jiangsu	Nanjing	727	9
1562085630081	Henan	Zhengzhou	951	8
1562085630081	Hubei	Jingzhou	533	7
1562085630082	Jiangsu	Nanjing	302	2
1562085630082	Hubei	Jingzhou	206	2
1562085630083	Hubei	Wuhan	428	1
1562085630083	Jiangsu	Nanjing	821	1
1562085630083	Henan	Zhengzhou	60	9
1562085630084	Hebei	Shijiazhuang	759	4
1562085630085	Jiangsu	Nanjing	396	3
1562085630085	Henan	Zhengzhou	147	5
1562085630085	Hunan	Xiangtan	149	5
1562085630086	Hebei	Shijiazhuang	402	7
1562085630086	Hubei	Jingzhou	169	7
1562085630086	Henan	Zhengzhou	544	8
1562085630087	Henan	Zhengzhou	947	5
1562085630087	Hunan	Changsha	113	3
1562085630088	Henan	Zhengzhou	410	3
1562085630088	Henan	Luoyang	380	2
1562085630089	Hunan	Xiangtan	37	8
1562085630089	Henan	Luoyang	779	4
1562085630090	Jiangsu	Nanjing	687	0
1562085630090	Hebei	Zhangjiakou	8	9
1562085630091	Hubei	Wuhan	244	5
1562085630091	Hunan	Xiangtan	801	2
1562085630092	Hebei	Zhangjiakou	738	6
1562085630093	Jiangsu	Nanjing	341	6
1562085630094	Hunan	Xiangtan	321	2
1562085630094	Jiangsu	Suzhou	253	8
1562085630095	Jiangsu	Suzhou	139	0
1562085630096	Hebei	Zhangjiakou	467	4
1562085630096	Hebei	Zhangjiakou	684	9
1562085630097	Henan	Zhengzhou	181	8
1562085630097	Henan	Zhengzhou	146	6
1562085630098	Henan	Zhengzhou	514	4
1562085630098	Henan	Luoyang	597	9
1562085630099	Jiangsu	Nanjing	411	5
1562085630099	Henan	Luoyang	760	3
1562085630099	Henan	Luoyang	139	0
1562085630100	Jiangsu	Suzhou	133	3
1562085630101	Jiangsu	Suzhou	743	9
1562085630101	Jiangsu	Suzhou	613	6
1562085630102	Hebei	Shijiazhuang	471	4
1562085630102	Hubei	Wuhan	965	2
1562085630103	Hebei	Zhangjiakou	10	9
1562085630103	Hubei	Jingzhou	66	5
1562085630104	Hebei	Zhangjiakou	5	9
1562085630104	Jiangsu	Nanjing	69	5
1562085630104	Henan	Luoyang	420	0
1562085630105	Hebei	Zhangjiakou	359	1
1562085630105	Henan	Luoyang	663	2
1562085630106	Hunan	Changsha	54	8
1562085630106	Hunan	Xiangtan	246	1
1562085630108	Jiangsu	Suzhou	973	5
1562085630108	Hubei	Jingzhou	997	7
1562085630109	Hebei	Shijiazhuang	776	8
1562085630110	Hebei	Zhangjiakou	40	9
1562085630111	Hunan	Changsha	36	0
1562085630111	Henan	Luoyang	895	1
1562085630112	Jiangsu	Nanjing	963	2
1562085630113	Henan	Zhengzhou	443	5
1562085630113	Henan	Luoyang	942	4
1562085630113	Hunan	Changsha	487	5
1562085630114	Hunan	Xiangtan	320	1
1562085630114	Henan	Zhengzhou	647	2
1562085630115	Henan	Luoyang	113	5
1562085630115	Hunan	Changsha	395	5
1562085630116	Hebei	Zhangjiakou	24	4
1562085630116	Hebei	Zhangjiakou	461	1
1562085630117	Henan	Zhengzhou	928	7
1562085630117	Henan	Zhengzhou	118	1
1562085630118	Hubei	Wuhan	667	1
1562085630118	Hebei	Zhangjiakou	212	2
1562085630118	Hubei	Wuhan	425	1
1562085630119	Hubei	Jingzhou	623	2
1562085630119	Jiangsu	Suzhou	666	6
1562085630120	Jiangsu	Suzhou	631	6
1562085630121	Hubei	Wuhan	231	0
1562085630121	Hunan	Changsha	807	2
1562085630122	Hunan	Changsha	805	0
1562085630122	Hubei	Jingzhou	677	3
1562085630123	Hubei	Wuhan	849	5
1562085630123	Hebei	Shijiazhuang	807	7
1562085630124	Henan	Zhengzhou	316	0
1562085630125	Henan	Luoyang	542	8
1562085630126	Jiangsu	Suzhou	391	6
1562085630127	Hunan	Xiangtan	326	0
1562085630127	Hebei	Shijiazhuang	712	3
1562085630128	Jiangsu	Nanjing	972	5
1562085630129	Henan	Luoyang	803	9
1562085630129	Hunan	Xiangtan	678	2
1562085630129	Henan	Luoyang	298	3
1562085630130	Hunan	Xiangtan	462	9
1562085630131	Jiangsu	Nanjing	925	0
1562085630131	Hunan	Changsha	943	9
1562085630132	Hubei	Wuhan	754	3
1562085630133	Hubei	Jingzhou	318	6
1562085630133	Hubei	Jingzhou	749	0
1562085630133	Jiangsu	Nanjing	585	3
1562085630134	Jiangsu	Suzhou	656	3
1562085630134	Henan	Luoyang	75	5
1562085630135	Henan	Zhengzhou	924	3
1562085630135	Hunan	Xiangtan	109	7
1562085630135	Hunan	Changsha	742	4
1562085630136	Henan	Luoyang	614	0
1562085630136	Henan	Zhengzhou	219	1
1562085630136	Hebei	Shijiazhuang	508	4
1562085630137	Hebei	Zhangjiakou	139	2
1562085630137	Hubei	Wuhan	520	7
1562085630138	Henan	Luoyang	273	7
1562085630138	Hebei	Shijiazhuang	910	6
1562085630138	Henan	Zhengzhou	240	1
1562085630139	Henan	Zhengzhou	106	4
1562085630139	Hebei	Shijiazhuang	319	3
1562085630140	Jiangsu	Suzhou	635	8
1562085630141	Jiangsu	Nanjing	814	9
1562085630141	Hebei	Shijiazhuang	435	3
1562085630142	Jiangsu	Nanjing	6	2
1562085630143	Hunan	Changsha	740	5
1562085630144	Hunan	Changsha	893	9
1562085630144	Hubei	Jingzhou	676	6
1562085630145	Hunan	Xiangtan	239	2
1562085630146	Hebei	Zhangjiakou	65	1
1562085630146	Hubei	Jingzhou	213	4
1562085630147	Henan	Luoyang	534	9
1562085630147	Hebei	Zhangjiakou	713	6
1562085630147	Jiangsu	Suzhou	156	6
1562085630148	Henan	Zhengzhou	472	4
1562085630148	Jiangsu	Suzhou	825	8
1562085630149	Hunan	Changsha	870	0
1562085630150	Hebei	Shijiazhuang	908	1
1562085630150	Henan	Luoyang	445	5
